gene_id	chr_id	transcript_length	gene_group
Ec-03_003840	chr_03	2153	
Ec-03_003850	chr_03	3432	
Ec-03_003860	chr_03	5226	
Ec-03_003870	chr_03	3074	
Ec-03_003880	chr_03	474	GBG-sporophyte
Ec-03_003890	chr_03	3459	GBG-sporophyte
Ec-03_003900	chr_03	1080	
Ec-03_003910	chr_03	2341	
Ec-03_003920	chr_03	3637	
Ec-03_003930	chr_03	3695	
Ec-03_003940	chr_03	2443	
Ec-03_003950	chr_03	1731	
Ec-03_003960	chr_03	2791	
Ec-03_003970	chr_03	2991	
Ec-03_003980	chr_03	2826	
Ec-03_003990	chr_03	4218	
Ec-03_004000	chr_03	685	
Ec-03_004010	chr_03	2711	
Ec-03_004020	chr_03	3021	
Ec-03_004030	chr_03	2213	
Ec-03_004040	chr_03	4264	
Ec-03_004050	chr_03	2510	
Ec-03_004060	chr_03	1716	
Ec-03_004070	chr_03	1195	
Ec-03_004080	chr_03	1879	
Ec-03_004090	chr_03	714	
Ec-03_004100	chr_03	2457	
Ec-03_004110	chr_03	2171	
Ec-03_004120	chr_03	3059	
Ec-03_004130	chr_03	792	
Ec-03_004140	chr_03	966	
Ec-03_004150	chr_03	2231	GBG-sporophyte
Ec-03_004160	chr_03	3564	
Ec-03_004170	chr_03	2841	
Ec-03_004180	chr_03	3764	
Ec-03_004190	chr_03	2833	
Ec-03_004210	chr_03	5466	
Ec-03_004220	chr_03	602	
Ec-03_004230	chr_03	1989	
Ec-03_004240	chr_03	5654	
Ec-03_004250	chr_03	3785	
Ec-03_004260	chr_03	2049	
Ec-03_004270	chr_03	430	
Ec-03_004280	chr_03	8346	
Ec-03_004290	chr_03	6540	
Ec-03_004300	chr_03	3263	SBG-male
Ec-03_004310	chr_03	1473	
Ec-03_004320	chr_03	685	
Ec-03_004330	chr_03	4935	
Ec-03_004340	chr_03	3971	GBG-gametophyte
Ec-03_004350	chr_03	6777	SBG-male
Ec-03_004350	chr_03	6777	GBG-sporophyte
Ec-03_004360	chr_03	1138	
Ec-03_004370	chr_03	4926	
Ec-03_004380	chr_03	1881	
Ec-03_004390	chr_03	4399	
Ec-03_004400	chr_03	1883	
Ec-03_004410	chr_03	550	
Ec-03_004420	chr_03	2340	
Ec-03_004430	chr_03	912	
Ec-03_004440	chr_03	3964	
Ec-03_004450	chr_03	9773	
Ec-03_004460	chr_03	3018	
Ec-03_004470	chr_03	1659	
Ec-03_004480	chr_03	1771	
Ec-03_004490	chr_03	1695	
Ec-03_004500	chr_03	288	
Ec-03_004510	chr_03	466	
Ec-03_004520	chr_03	489	
Ec-03_004530	chr_03	4185	
Ec-03_004540	chr_03	2706	
Ec-03_004550	chr_03	1604	
Ec-03_004560	chr_03	993	
Ec-03_004570	chr_03	2352	GBG-sporophyte
Ec-03_004580	chr_03	233	
Ec-03_004590	chr_03	1232	
Ec-03_004600	chr_03	10426	
Ec-03_004610	chr_03	2767	
Ec-03_004620	chr_03	4261	GBG-sporophyte
Ec-03_004630	chr_03	1747	
Ec-03_004640	chr_03	926	
Ec-03_004650	chr_03	2521	GBG-sporophyte
Ec-03_004660	chr_03	861	
Ec-03_004670	chr_03	1113	
Ec-03_004680	chr_03	1224	
Ec-03_004690	chr_03	1558	
Ec-03_004700	chr_03	924	
Ec-03_004710	chr_03	1602	
Ec-03_004720	chr_03	1481	
Ec-03_004730	chr_03	2439	
Ec-03_004740	chr_03	1916	
Ec-03_004750	chr_03	4317	
Ec-03_004760	chr_03	6490	
Ec-03_004770	chr_03	6022	
Ec-03_004780	chr_03	4430	
Ec-03_004790	chr_03	4399	
Ec-03_004800	chr_03	816	
Ec-03_004810	chr_03	2043	
Ec-03_004820	chr_03	2045	
Ec-03_004830	chr_03	1271	
Ec-03_004840	chr_03	1542	
Ec-03_004850	chr_03	10762	
Ec-03_004860	chr_03	2472	
Ec-03_004870	chr_03	2130	
Ec-03_004880	chr_03	838	
Ec-03_004890	chr_03	4438	
Ec-03_004900	chr_03	918	
Ec-03_004910	chr_03	3840	
Ec-03_004920	chr_03	2807	
Ec-03_004930	chr_03	710	
Ec-03_004940	chr_03	1411	
Ec-03_004950	chr_03	2377	
Ec-03_004960	chr_03	1583	
Ec-03_004970	chr_03	7721	GBG-gametophyte
Ec-03_004980	chr_03	149	
Ec-03_004990	chr_03	4434	
Ec-03_005000	chr_03	1401	
Ec-03_005010	chr_03	2384	
Ec-03_005020	chr_03	7966	GBG-gametophyte
Ec-03_005030	chr_03	4154	
Ec-03_005040	chr_03	2135	
Ec-03_005050	chr_03	4152	GBG-gametophyte
Ec-03_005060	chr_03	747	
Ec-03_005070	chr_03	3381	
Ec-03_005080	chr_03	579	
Ec-03_005090	chr_03	2535	
Ec-03_005100	chr_03	8111	GBG-gametophyte
Ec-03_005110	chr_03	1410	
Ec-03_005120	chr_03	1107	
Ec-03_005130	chr_03	1932	GBG-gametophyte
Ec-03_005140	chr_03	1786	
Ec-03_005150	chr_03	1857	
Ec-03_005160	chr_03	869	
Ec-03_005170	chr_03	3349	
Ec-03_005180	chr_03	1682	
Ec-03_005190	chr_03	2740	
Ec-03_005200	chr_03	5416	
Ec-03_005210	chr_03	921	
Ec-03_005220	chr_03	552	
Ec-03_005230	chr_03	3412	
Ec-03_005240	chr_03	3189	GBG-sporophyte
Ec-03_005250	chr_03	2515	
Ec-03_005260	chr_03	4180	
Ec-03_005270	chr_03	6165	SBG-male
Ec-03_005280	chr_03	1053	
Ec-03_005290	chr_03	4322	
Ec-03_005300	chr_03	2723	
Ec-03_005310	chr_03	3182	
Ec-03_005320	chr_03	4113	
Ec-03_005330	chr_03	4068	
Ec-03_005340	chr_03	1901	
Ec-03_005350	chr_03	2429	
Ec-03_005360	chr_03	1026	
Ec-03_005370	chr_03	345	
Ec-03_005380	chr_03	14145	
Ec-03_005390	chr_03	966	
Ec-03_005400	chr_03	111	
Ec-03_005410	chr_03	2889	
Ec-03_005420	chr_03	3820	
Ec-04_000010	chr_04	1046	
Ec-04_000020	chr_04	740	
Ec-04_000030	chr_04	1719	
Ec-04_000040	chr_04	1252	
Ec-04_000050	chr_04	1080	
Ec-04_000060	chr_04	2083	
Ec-04_000070	chr_04	2586	
Ec-04_000080	chr_04	159	
Ec-04_000090	chr_04	363	
Ec-04_000100	chr_04	411	
Ec-04_000110	chr_04	933	
Ec-04_000120	chr_04	1553	
Ec-04_000130	chr_04	3785	
Ec-04_000140	chr_04	2350	
Ec-04_000170	chr_04	1182	
Ec-04_000180	chr_04	1872	
Ec-04_000190	chr_04	699	GBG-gametophyte
Ec-04_000200	chr_04	2261	
Ec-04_000210	chr_04	2145	
Ec-04_000220	chr_04	2054	
Ec-04_000240	chr_04	10342	
Ec-04_000270	chr_04	364	
Ec-04_000280	chr_04	2432	
Ec-04_000330	chr_04	1362	
Ec-04_000340	chr_04	1524	
Ec-04_000350	chr_04	756	
Ec-04_000360	chr_04	2015	
Ec-04_000370	chr_04	1088	
Ec-04_000380	chr_04	1828	
Ec-04_000390	chr_04	950	
Ec-04_000400	chr_04	748	
Ec-04_000410	chr_04	233	
Ec-04_000420	chr_04	3592	
Ec-04_000430	chr_04	1334	
Ec-04_000440	chr_04	2197	
Ec-04_000450	chr_04	3552	SBG-male
Ec-04_000460	chr_04	4908	SBG-female
Ec-04_000480	chr_04	354	
Ec-04_000490	chr_04	702	
Ec-04_000500	chr_04	378	
Ec-04_000510	chr_04	4182	
Ec-04_000520	chr_04	3063	
Ec-04_000540	chr_04	4482	
Ec-04_000550	chr_04	5263	
Ec-04_000560	chr_04	2693	
Ec-04_000570	chr_04	1554	
Ec-04_000580	chr_04	5103	
Ec-04_000590	chr_04	2774	
Ec-04_000600	chr_04	1083	
Ec-04_000610	chr_04	1678	
Ec-04_000620	chr_04	2345	
Ec-04_000630	chr_04	3687	
Ec-04_000640	chr_04	1965	
Ec-04_000650	chr_04	1493	
Ec-04_000660	chr_04	3306	
Ec-04_000670	chr_04	3219	GBG-gametophyte
Ec-04_000680	chr_04	3687	
Ec-04_000710	chr_04	4196	
Ec-04_000720	chr_04	4680	
Ec-04_000730	chr_04	5844	GBG-gametophyte
Ec-04_000740	chr_04	1384	
Ec-04_000760	chr_04	1805	
Ec-04_000770	chr_04	700	
Ec-04_000780	chr_04	4467	
Ec-04_000790	chr_04	4004	
Ec-04_000800	chr_04	1407	SBG-male
Ec-04_000810	chr_04	1673	
Ec-04_000820	chr_04	608	SBG-female
Ec-04_000820	chr_04	608	GBG-gametophyte
Ec-04_000850	chr_04	201	GBG-gametophyte
Ec-04_000860	chr_04	3356	
Ec-04_000870	chr_04	1996	
Ec-04_000880	chr_04	231	
Ec-04_000890	chr_04	4705	
Ec-04_000900	chr_04	4635	
Ec-04_000910	chr_04	2367	
Ec-04_000920	chr_04	2399	
Ec-04_000930	chr_04	5971	GBG-gametophyte
Ec-04_000940	chr_04	3584	SBG-male
Ec-04_000950	chr_04	4073	
Ec-04_000960	chr_04	316	
Ec-04_000970	chr_04	1331	
Ec-04_000980	chr_04	1735	
Ec-04_000990	chr_04	310	
Ec-04_001000	chr_04	5423	
Ec-04_001010	chr_04	969	
Ec-04_001020	chr_04	1680	
Ec-04_001030	chr_04	2130	
Ec-04_001040	chr_04	3247	
Ec-04_001050	chr_04	1818	
Ec-04_001060	chr_04	2700	GBG-gametophyte
Ec-04_001070	chr_04	4351	
Ec-04_001080	chr_04	1717	
Ec-04_001090	chr_04	3990	
Ec-04_001100	chr_04	1641	
Ec-04_001110	chr_04	2453	
Ec-04_001120	chr_04	816	
Ec-04_001130	chr_04	2892	
Ec-04_001140	chr_04	2183	
Ec-04_001150	chr_04	1903	
Ec-04_001170	chr_04	1431	
Ec-04_001180	chr_04	2133	
Ec-04_001190	chr_04	1860	
Ec-04_001200	chr_04	1335	
Ec-04_001210	chr_04	2264	
Ec-04_001220	chr_04	1460	
Ec-04_001230	chr_04	436	
Ec-04_001240	chr_04	1020	
Ec-04_001250	chr_04	1362	
Ec-04_001260	chr_04	3857	
Ec-04_001270	chr_04	2646	
Ec-04_001280	chr_04	1852	
Ec-04_001290	chr_04	2455	
Ec-04_001300	chr_04	1492	
Ec-04_001310	chr_04	3386	
Ec-04_001320	chr_04	3660	
Ec-04_001330	chr_04	4953	
Ec-04_001350	chr_04	4169	
Ec-04_001360	chr_04	5026	
Ec-04_001370	chr_04	1794	GBG-sporophyte
Ec-04_001380	chr_04	1570	GBG-sporophyte
Ec-04_001390	chr_04	1493	GBG-sporophyte
Ec-04_001400	chr_04	1615	GBG-sporophyte
Ec-04_001410	chr_04	1220	
Ec-04_001420	chr_04	1941	
Ec-04_001430	chr_04	721	
Ec-04_001440	chr_04	875	
Ec-04_001450	chr_04	2643	
Ec-04_001460	chr_04	489	GBG-sporophyte
Ec-04_001470	chr_04	5436	GBG-sporophyte
Ec-04_001480	chr_04	427	
Ec-04_001490	chr_04	2291	
Ec-04_001500	chr_04	2875	
Ec-04_001510	chr_04	1209	
Ec-04_001520	chr_04	1671	
Ec-04_001530	chr_04	775	
Ec-04_001540	chr_04	2021	
Ec-04_001560	chr_04	298	
Ec-04_001570	chr_04	2363	
Ec-04_001580	chr_04	1420	
Ec-04_001590	chr_04	1461	
Ec-04_001600	chr_04	315	
Ec-04_001610	chr_04	3844	
Ec-04_001620	chr_04	6188	
Ec-04_001690	chr_04	1778	
Ec-04_001700	chr_04	3466	
Ec-04_001710	chr_04	6531	
Ec-04_001720	chr_04	1931	
Ec-04_001730	chr_04	1789	
Ec-04_001740	chr_04	3810	
Ec-04_001750	chr_04	1038	
Ec-04_001760	chr_04	785	
Ec-04_001770	chr_04	1210	
Ec-04_001780	chr_04	615	
Ec-04_001790	chr_04	2434	
Ec-04_001800	chr_04	1155	
Ec-04_001810	chr_04	4568	
Ec-04_001820	chr_04	2109	
Ec-04_001830	chr_04	1940	
Ec-04_001840	chr_04	696	
Ec-04_001850	chr_04	1358	
Ec-04_001860	chr_04	4312	
Ec-04_001870	chr_04	2688	
Ec-04_001880	chr_04	6652	
Ec-04_001890	chr_04	996	
Ec-04_001900	chr_04	609	
Ec-04_001910	chr_04	684	
Ec-04_001920	chr_04	3271	
Ec-04_001930	chr_04	3584	
Ec-04_001940	chr_04	705	
Ec-04_001950	chr_04	603	
Ec-04_001960	chr_04	2757	
Ec-04_001970	chr_04	10869	
Ec-04_001980	chr_04	1662	
Ec-04_001990	chr_04	2085	
Ec-04_002000	chr_04	4823	
Ec-04_002010	chr_04	2229	
Ec-04_002020	chr_04	1468	
Ec-04_002030	chr_04	2317	
Ec-04_002040	chr_04	1850	
Ec-04_002050	chr_04	10041	
Ec-04_002060	chr_04	3486	
Ec-04_002070	chr_04	3074	
Ec-04_002080	chr_04	2565	
Ec-04_002090	chr_04	1738	
Ec-04_002100	chr_04	1131	
Ec-04_002110	chr_04	555	
Ec-04_002120	chr_04	388	
Ec-04_002130	chr_04	570	
Ec-04_002140	chr_04	2929	SBG-male
Ec-04_002150	chr_04	1709	
Ec-04_002160	chr_04	4550	
Ec-04_002170	chr_04	2004	
Ec-04_002180	chr_04	1647	
Ec-04_002190	chr_04	4138	
Ec-04_002200	chr_04	1563	
Ec-04_002210	chr_04	987	
Ec-04_002220	chr_04	1110	
Ec-04_002230	chr_04	3530	
Ec-04_002240	chr_04	1826	
Ec-04_002250	chr_04	3254	
Ec-04_002260	chr_04	2295	
Ec-04_002280	chr_04	3632	
Ec-04_002290	chr_04	3441	
Ec-04_002300	chr_04	1062	
Ec-04_002310	chr_04	277	
Ec-04_002330	chr_04	1434	
Ec-04_002360	chr_04	1335	
Ec-04_002370	chr_04	475	
Ec-04_002380	chr_04	5032	
Ec-04_002390	chr_04	3316	
Ec-04_002400	chr_04	893	
Ec-04_002410	chr_04	318	
Ec-04_002420	chr_04	1996	
Ec-04_002430	chr_04	1686	
Ec-04_002440	chr_04	1253	
Ec-04_002450	chr_04	774	
Ec-04_002460	chr_04	3826	
Ec-04_002470	chr_04	3252	GBG-gametophyte
Ec-04_002480	chr_04	11649	
Ec-04_002570	chr_04	1755	
Ec-04_002580	chr_04	2314	
Ec-04_002590	chr_04	3026	
Ec-04_002600	chr_04	1516	
Ec-04_002610	chr_04	1933	
Ec-04_002620	chr_04	239	
Ec-04_002630	chr_04	1227	
Ec-04_002640	chr_04	1753	
Ec-04_002660	chr_04	1737	
Ec-04_002670	chr_04	1932	
Ec-04_002680	chr_04	1149	
Ec-04_002690	chr_04	1053	
Ec-04_002700	chr_04	3437	
Ec-04_002710	chr_04	3593	
Ec-04_002720	chr_04	2746	
Ec-04_002730	chr_04	2402	
Ec-04_002740	chr_04	1301	
Ec-04_002750	chr_04	2248	
Ec-04_002760	chr_04	3234	
Ec-04_002770	chr_04	1181	SBG-male
Ec-04_002780	chr_04	111	
Ec-04_002790	chr_04	907	
Ec-04_002800	chr_04	684	
Ec-04_002810	chr_04	4144	
Ec-04_002820	chr_04	579	
Ec-04_002830	chr_04	11077	
Ec-04_002840	chr_04	1591	
Ec-04_002850	chr_04	3299	
Ec-04_002860	chr_04	3748	
Ec-04_002870	chr_04	1515	
Ec-04_002880	chr_04	612	
Ec-04_002890	chr_04	2336	
Ec-04_002900	chr_04	1138	
Ec-04_002910	chr_04	4635	
Ec-04_002920	chr_04	603	GBG-gametophyte
Ec-04_002930	chr_04	2640	
Ec-04_002940	chr_04	649	
Ec-04_002950	chr_04	1927	
Ec-04_002960	chr_04	4246	
Ec-04_002970	chr_04	2294	
Ec-04_002980	chr_04	3487	
Ec-04_002990	chr_04	2072	GBG-sporophyte
Ec-04_003000	chr_04	1906	
Ec-04_003010	chr_04	2513	
Ec-04_003020	chr_04	4316	
Ec-04_003030	chr_04	2005	
Ec-04_003040	chr_04	2214	
Ec-04_003050	chr_04	2402	
Ec-04_003060	chr_04	3031	SBG-female
Ec-04_003070	chr_04	1726	
Ec-04_003080	chr_04	1673	
Ec-04_003090	chr_04	1928	
Ec-04_003100	chr_04	3558	SBG-male
Ec-04_003120	chr_04	3161	
Ec-04_003130	chr_04	2686	
Ec-04_003140	chr_04	6321	
Ec-04_003150	chr_04	10311	
Ec-04_003160	chr_04	903	
Ec-04_003170	chr_04	1041	
Ec-04_003180	chr_04	2262	
Ec-04_003190	chr_04	2943	
Ec-04_003200	chr_04	2789	
Ec-04_003210	chr_04	2910	
Ec-04_003220	chr_04	5060	
Ec-04_003230	chr_04	1896	SBG-male
Ec-04_003240	chr_04	2487	
Ec-04_003250	chr_04	1518	
Ec-04_003260	chr_04	3018	
Ec-04_003270	chr_04	1607	
Ec-04_003290	chr_04	1608	
Ec-04_003300	chr_04	1001	
Ec-04_003310	chr_04	1119	
Ec-04_003320	chr_04	4003	
Ec-04_003330	chr_04	4719	
Ec-04_003350	chr_04	237	
Ec-04_003360	chr_04	2298	
Ec-04_003370	chr_04	2820	
Ec-04_003380	chr_04	857	
Ec-04_003390	chr_04	3325	
Ec-04_003400	chr_04	1248	
Ec-04_003410	chr_04	2588	
Ec-04_003420	chr_04	1313	
Ec-04_003430	chr_04	1484	
Ec-04_003440	chr_04	1187	
Ec-04_003450	chr_04	1474	
Ec-04_003460	chr_04	3969	
Ec-04_003470	chr_04	2439	
Ec-04_003480	chr_04	3389	
Ec-04_003490	chr_04	1429	
Ec-04_003500	chr_04	537	
Ec-04_003510	chr_04	2382	
Ec-04_003520	chr_04	2713	
Ec-04_003530	chr_04	764	
Ec-04_003540	chr_04	1112	
Ec-04_003550	chr_04	2062	
Ec-04_003560	chr_04	2289	
Ec-04_003570	chr_04	7912	
Ec-04_003580	chr_04	4030	
Ec-04_003590	chr_04	1003	
Ec-04_003600	chr_04	5109	
Ec-04_003610	chr_04	1611	
Ec-04_003620	chr_04	462	
Ec-04_003630	chr_04	1700	
Ec-04_003640	chr_04	3956	
Ec-04_003650	chr_04	2303	GBG-gametophyte
Ec-04_003660	chr_04	1178	GBG-gametophyte
Ec-04_003670	chr_04	493	
Ec-04_003680	chr_04	4659	
Ec-04_003690	chr_04	3890	
Ec-04_003700	chr_04	3008	
Ec-04_003710	chr_04	2487	
Ec-04_003720	chr_04	371	
Ec-04_003730	chr_04	2636	
Ec-04_003740	chr_04	1835	
Ec-04_003750	chr_04	937	
Ec-04_003760	chr_04	159	
Ec-04_003770	chr_04	3226	
Ec-04_003780	chr_04	3018	
Ec-04_003790	chr_04	912	
Ec-04_003800	chr_04	891	
Ec-04_003810	chr_04	7060	
Ec-04_003820	chr_04	4507	
Ec-04_003830	chr_04	1853	
Ec-04_003840	chr_04	2371	
Ec-04_003850	chr_04	894	
Ec-04_003860	chr_04	944	
Ec-04_003870	chr_04	10731	
Ec-04_003880	chr_04	789	
Ec-04_003890	chr_04	2376	
Ec-04_003900	chr_04	1942	
Ec-04_003910	chr_04	3771	
Ec-04_003920	chr_04	1362	
Ec-04_003930	chr_04	1457	
Ec-04_003940	chr_04	2910	
Ec-04_003950	chr_04	3556	
Ec-04_003960	chr_04	2722	
Ec-04_003970	chr_04	1603	
Ec-04_003980	chr_04	4103	
Ec-04_003990	chr_04	1795	
Ec-04_004000	chr_04	2819	
Ec-04_004010	chr_04	4336	
Ec-04_004020	chr_04	831	
Ec-04_004030	chr_04	3990	GBG-gametophyte
Ec-04_004040	chr_04	1614	
Ec-04_004050	chr_04	867	
Ec-04_004060	chr_04	1057	
Ec-04_004070	chr_04	2103	
Ec-04_004080	chr_04	3476	
Ec-04_004090	chr_04	2707	
Ec-04_004100	chr_04	1318	
Ec-04_004110	chr_04	2588	
Ec-04_004120	chr_04	1740	
Ec-04_004130	chr_04	8319	
Ec-04_004140	chr_04	414	
Ec-04_004150	chr_04	5039	
Ec-04_004160	chr_04	1400	
Ec-04_004170	chr_04	4109	
Ec-04_004180	chr_04	4245	
Ec-04_004190	chr_04	1816	
Ec-04_004200	chr_04	781	
Ec-04_004210	chr_04	3788	
Ec-04_004220	chr_04	1970	
Ec-04_004230	chr_04	910	
Ec-04_004240	chr_04	296	
Ec-04_004250	chr_04	4177	
Ec-04_004260	chr_04	4640	
Ec-04_004270	chr_04	1352	
Ec-04_004280	chr_04	1050	
Ec-04_004290	chr_04	347	
Ec-04_004300	chr_04	971	
Ec-04_004310	chr_04	5044	
Ec-04_004320	chr_04	420	
Ec-04_004330	chr_04	459	
Ec-04_004340	chr_04	1950	
Ec-04_004350	chr_04	2325	
Ec-04_004360	chr_04	2548	
Ec-04_004370	chr_04	2995	
Ec-04_004380	chr_04	2548	
Ec-04_004390	chr_04	4101	
Ec-04_004400	chr_04	3223	
Ec-04_004410	chr_04	1612	
Ec-04_004420	chr_04	1040	
Ec-04_004430	chr_04	748	
Ec-04_004440	chr_04	6844	
Ec-04_004450	chr_04	11161	
Ec-04_004460	chr_04	2034	
Ec-04_004470	chr_04	658	
Ec-04_004480	chr_04	1669	
Ec-04_004490	chr_04	2573	
Ec-04_004500	chr_04	525	
Ec-04_004510	chr_04	663	
Ec-04_004520	chr_04	1464	
Ec-04_004530	chr_04	1266	
Ec-04_004540	chr_04	935	
Ec-04_004550	chr_04	3345	
Ec-04_004560	chr_04	1675	
Ec-04_004570	chr_04	3847	
Ec-04_004580	chr_04	962	
Ec-04_004590	chr_04	4869	
Ec-04_004600	chr_04	2356	
Ec-04_004610	chr_04	1442	
Ec-04_004620	chr_04	1788	
Ec-04_004630	chr_04	2205	
Ec-04_004640	chr_04	2300	
Ec-04_004650	chr_04	6305	
Ec-04_004660	chr_04	1724	
Ec-04_004670	chr_04	2013	
Ec-04_004680	chr_04	984	
Ec-04_004690	chr_04	1467	GBG-gametophyte
Ec-04_004700	chr_04	4506	
Ec-04_004710	chr_04	2432	
Ec-04_004720	chr_04	703	
Ec-04_004730	chr_04	1392	
Ec-04_004740	chr_04	4740	
Ec-04_004750	chr_04	6265	
Ec-04_004760	chr_04	3610	
Ec-04_004770	chr_04	5308	
Ec-04_004780	chr_04	1877	
Ec-04_004790	chr_04	1053	
Ec-04_004800	chr_04	1906	
Ec-04_004810	chr_04	6812	
Ec-04_004820	chr_04	2049	
Ec-04_004830	chr_04	1078	
Ec-04_004840	chr_04	2613	
Ec-04_004850	chr_04	437	
Ec-04_004860	chr_04	2646	
Ec-04_004870	chr_04	4938	
Ec-04_004880	chr_04	855	
Ec-04_004890	chr_04	5100	
Ec-04_004900	chr_04	411	
Ec-04_004910	chr_04	999	
Ec-04_004920	chr_04	7328	
Ec-04_004930	chr_04	1214	
Ec-04_004940	chr_04	2296	
Ec-04_004950	chr_04	561	
Ec-04_004960	chr_04	3068	
Ec-04_004980	chr_04	3969	
Ec-04_004990	chr_04	2110	
Ec-04_005000	chr_04	2161	
Ec-04_005010	chr_04	1782	
Ec-04_005020	chr_04	351	
Ec-04_005030	chr_04	360	
Ec-04_005040	chr_04	9807	SBG-male
Ec-04_005050	chr_04	2875	
Ec-04_005060	chr_04	2344	
Ec-04_005070	chr_04	2055	
Ec-04_005080	chr_04	2432	
Ec-04_005090	chr_04	3812	
Ec-04_005100	chr_04	492	
Ec-04_005110	chr_04	2420	
Ec-04_005120	chr_04	1944	
Ec-04_005130	chr_04	4630	
Ec-04_005140	chr_04	5418	
Ec-04_005150	chr_04	2513	
Ec-04_005160	chr_04	204	
Ec-04_005170	chr_04	342	
Ec-04_005180	chr_04	2577	
Ec-04_005190	chr_04	120	
Ec-04_005200	chr_04	2409	
Ec-04_005210	chr_04	432	
Ec-04_005220	chr_04	432	
Ec-04_005230	chr_04	1575	
Ec-04_005240	chr_04	762	
Ec-04_005250	chr_04	1544	
Ec-04_005270	chr_04	1712	SBG-male
Ec-04_005280	chr_04	941	
Ec-04_005290	chr_04	4155	
Ec-04_005300	chr_04	649	
Ec-04_005310	chr_04	770	
Ec-04_005320	chr_04	934	
Ec-04_005330	chr_04	2703	
Ec-04_005340	chr_04	2103	
Ec-04_005350	chr_04	2507	
Ec-04_005360	chr_04	2589	
Ec-04_005370	chr_04	1701	
Ec-04_005380	chr_04	801	
Ec-04_005390	chr_04	906	
Ec-04_005400	chr_04	3847	
Ec-04_005410	chr_04	1028	
Ec-04_005420	chr_04	1415	
Ec-04_005430	chr_04	1860	
Ec-04_005440	chr_04	3234	
Ec-04_005450	chr_04	1778	
Ec-04_005460	chr_04	2797	
Ec-04_005470	chr_04	4027	
Ec-04_005480	chr_04	1856	
Ec-04_005490	chr_04	4545	
Ec-04_005500	chr_04	928	
Ec-04_005510	chr_04	1997	
Ec-04_005520	chr_04	768	
Ec-04_005530	chr_04	2804	
Ec-04_005540	chr_04	1612	
Ec-04_005550	chr_04	758	
Ec-04_005560	chr_04	1808	
Ec-04_005570	chr_04	809	
Ec-04_005590	chr_04	6455	
Ec-04_005600	chr_04	1099	
Ec-04_005610	chr_04	1460	
Ec-04_005630	chr_04	912	
Ec-04_005640	chr_04	3435	
Ec-04_005650	chr_04	2697	
Ec-04_005660	chr_04	1931	
Ec-04_005670	chr_04	824	
Ec-04_005680	chr_04	1038	
Ec-04_005690	chr_04	2348	
Ec-04_005700	chr_04	734	
Ec-04_005710	chr_04	2010	
Ec-04_005720	chr_04	297	
Ec-04_005730	chr_04	2697	
Ec-04_005740	chr_04	7079	
Ec-04_005760	chr_04	5171	
Ec-04_005770	chr_04	5064	
Ec-04_005780	chr_04	2353	
Ec-04_005790	chr_04	2689	
Ec-04_005800	chr_04	7116	
Ec-04_005810	chr_04	2465	
Ec-04_005820	chr_04	3090	
Ec-04_005830	chr_04	2790	
Ec-04_005840	chr_04	1415	
Ec-04_005850	chr_04	2685	
Ec-04_005860	chr_04	2807	
Ec-04_005870	chr_04	5207	GBG-gametophyte
Ec-04_005880	chr_04	810	
Ec-04_005890	chr_04	4485	
Ec-04_005900	chr_04	1041	
Ec-04_005910	chr_04	2241	
Ec-04_005920	chr_04	1380	
Ec-04_005930	chr_04	3544	
Ec-04_005940	chr_04	3430	
Ec-04_005950	chr_04	4661	
Ec-04_005960	chr_04	2519	
Ec-04_005970	chr_04	1386	
Ec-04_005980	chr_04	3500	
Ec-04_005990	chr_04	3866	
Ec-04_006000	chr_04	1786	
Ec-04_006010	chr_04	2832	
Ec-04_006020	chr_04	1890	
Ec-04_006030	chr_04	1053	
Ec-04_006040	chr_04	911	
Ec-04_006050	chr_04	1183	
Ec-04_006060	chr_04	1635	
Ec-04_006070	chr_04	2312	SBG-male
Ec-04_006070	chr_04	2312	GBG-gametophyte
Ec-04_006080	chr_04	3119	GBG-gametophyte
Ec-04_006090	chr_04	2112	
Ec-04_006100	chr_04	2676	
Ec-04_006110	chr_04	2751	
Ec-04_006120	chr_04	3632	
Ec-04_006130	chr_04	1983	
Ec-04_006150	chr_04	1780	
Ec-04_006160	chr_04	915	
Ec-04_006170	chr_04	4302	
Ec-04_006180	chr_04	5339	
Ec-04_006190	chr_04	1591	
Ec-04_006200	chr_04	3158	
Ec-04_006210	chr_04	2538	
Ec-04_006230	chr_04	3600	
Ec-04_006240	chr_04	3689	
Ec-04_006250	chr_04	2045	
Ec-04_006260	chr_04	7609	
Ec-04_006270	chr_04	4615	
Ec-04_006280	chr_04	2046	
Ec-04_006290	chr_04	2216	
Ec-04_006300	chr_04	2402	
Ec-04_006310	chr_04	2282	
Ec-04_006320	chr_04	3227	
Ec-04_006330	chr_04	4403	
Ec-04_006340	chr_04	818	
Ec-04_006350	chr_04	4659	
Ec-04_006360	chr_04	1057	
Ec-04_006370	chr_04	2359	
Ec-04_006380	chr_04	774	
Ec-04_006390	chr_04	926	
Ec-04_006400	chr_04	3355	
Ec-04_006410	chr_04	938	
Ec-04_006420	chr_04	1519	SBG-female
Ec-04_006430	chr_04	1917	
Ec-04_006440	chr_04	663	
Ec-04_006450	chr_04	2246	
Ec-04_006460	chr_04	2001	
Ec-04_006470	chr_04	3583	
Ec-04_006480	chr_04	1670	
Ec-04_006490	chr_04	2586	
